,title,synopsis,genre,adult
9556,Furusato no Nai Aki,young woman reminisces autumn season,"['Music', 'Kids']",1
9557,Yakyuukyou no Uta,insistence drafted first woman player baseball league,"['Action', 'Drama', 'Sports']",1
9558,Fure Fure Daijoubu ,song encouraging people keep fighting everything okay even things seem bad like loss game getting rejected confession,"['Kids', 'Music']",0
9559,Wan Wan Celepoo Soreyuke Tetsunoshin,family along pet dog moves famous hills modeled hills father owns company japan step becoming number one however learned master family loaned lot money renting home hills almost point whole company becoming bankrupt make things even worse whole family spends lot money everything making problems worse solve problem teamed hills dogs anything pay family expenses,"['Comedy', 'Fantasy', 'Kids']",1
9560,Funi Funi Marshmallow,japan character line marshmallow originally released game people could purchase japan cute marshmallow critters show,['Kids'],1
9561,Uchuu Kyoudai Itten no Hikari,anime original story features one summer children summer made promise space met young girl also wish,"['Comedy', 'Sci', 'Fi', 'Seinen', 'Slice', 'of', 'Life']",1
9562,Funassyi no Funafunafuna Biyori,popular pear-shaped mascot character suburb premiere series television anime shorts march aimless days shorts run every within morning variety program besides anime feature brand-new character voiced,"['Comedy', 'Kids', 'Slice', 'of', 'Life']",0
9563,Tottoko Hamtarou OVA 1 Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,tells came yet thinks true time birthday sets boss visit mother see said true ham-hams set surprise birthday party,"['Adventure', 'Comedy', 'Kids']",0
9564,Shingeki no Kyojin Picture Drama,picture drama series flash animated gag shorts included disc releases featuring characters form consisting nine episodes series takes light hearted comedic take series many memorable scenes dialogues original series presented humorous way episodes depicts days training 104th trainee corps train become hope mankind war titans,"['Parody', 'Comedy']",1
9565,Shi Wan Ge Leng Xiaohua Movie 1,film adaptation one hundred thousand bad jokes web,"['Action', 'Adventure', 'Comedy', 'Parody', 'Fantasy']",1
9566,Fuku-chan no Kishuu,first film trilogy based popular newspaper comic strip time re-invented propaganda use,"['Comedy', 'Historical']",0
9567,Sangokushi II Amakakeru Otoko-tachi,sequel,"['Action', 'Historical']",0
9568,Fuku-chan,childish goings-on also known small boy attends nursery school girlfriend hangs playmates whose parents china shop younger brother naughty twins school bully,"['Kids', 'Slice', 'of', 'Life']",1
9569,Fujilog ONA ,first episode motion capture characters perfume song raw data provided perfume website second episode smooth realistic animation top real life footage shows see series,"['Comedy', 'Music']",0
9570,Saikyou Ginga Ultimate Zero Battle Spirits,adventurer called card quester wishes collect strong cards scattered throughout space battle rivals unfold soon enough discover happened past,"['Game', 'Adventure', 'Space']",0
9571,Fujiko Fujio A no Mumako,based horror novel,"['Horror', 'Supernatural']",1
9572,Tegamibachi Hikari to Ao no Gensou Yawa,story takes place land amber ground place perpetual night partially illuminated artificial sun lag seeing works letter bee delivery boy bee hive delivery service dingo niche pet steak traveling entrusted hearts everyone amber ground deliver packages,"['Adventure', 'Slice', 'of', 'Life', 'Supernatural', 'Fantasy', 'Shounen']",1
9573,Fujiko F Fujio Sukoshi Fushigi Tanpen Theater,based story,"['Adventure', 'Sci', 'Fi', 'Shounen', 'Space']",0
9574,Fruits 5 Shimai,clip fruit sisters trying decide sweetest song clover,"['Music', 'Kids']",1
9575,Freaky Highschool,cutesy horror anime everyone town monster living lives like normal attending high school,"['Horror', 'School']",1
9576,Sugar Sugar Rune,vanilla two witches pitched contest see become new queen witch world must travel human world collect hearts humans whoever collects human hearts wins even though rivals two still best friends join adventure,"['Fantasy', 'Magic', 'Shoujo']",1
9577,Sora no Otoshimono Project Pink,gang goes indoor swimming pool fun sun expected hell breaks loose goes one perverted missions meanwhile nymph issues loss master considers asking replacement master episode aired deemed dangerous,"['Sci', 'Fi', 'Harem', 'Comedy', 'Supernatural', 'Ecchi', 'Shounen']",1
9578,Fox Wood Monogatari,rue hedgehog rabbit mouse live windmill peaceful town fox wood several adventures short-lived series based children picture books creators,"['Adventure', 'Kids']",1
9579,Shin Kimagure Orange Road Soshite Ano Natsu no Hajimari,several years mysterious phone call warns oncoming cars listen ironically gets hit car telepathic abilities gets sent three years future year old future self photographer lost believed dead must find year old future self restore year old correct time along way reunites professional famous dancer also distraught year old going missing year old getting hit car,"['Ecchi', 'Slice', 'of', 'Life', 'Fantasy', 'Magic', 'Comedy', 'Romance', 'Drama', 'Shounen']",1
9580,Forza Hidemaru,soccer anime cast wacky animals sports getup seems far time early 21st century year world cup japan south young audience sees tropes fresh eyes feisty fox friends include bunnies dogs horses couple hefty hippo girls based manga soccer boy serialized comics,['Sports'],0
9581,Flying Messenger,short animation directed featuring song flying messenger,['Music'],0
9582,Fly feat 79 Kaho Nakamura,stop motion film single fly feat features various types going grandparent house,['Music'],0
9583,Pretty Rhythm Aurora Dream,prism stars performers new popular ice show prism show whose techniques singing fashion sense cut others two prism stars whose goal become best prism queen however road success bumpy,"['Slice', 'of', 'Life', 'Sports', 'Music', 'Shoujo']",1
9584,Naruto Shippuuden Movie 4 - The Lost Tower,assigned mission capture sets glorious historic ruins pursues corners rogue ninja goal revealed dormant within ruins unleashes power causing light envelop sending past years series began awakens comes contact fourth,"['Action', 'Comedy', 'Martial', 'Arts', 'Shounen', 'Super', 'Power']",1
9585,Flamingo Waltz,various jungle animals come look flamingos dance waltz,"['Music', 'Kids']",1
9586,Mikakunin de Shinkoukei,ordinary teenager receives quite surprise 16th birthday fiance sister-in-law never even knew result arrangement late grandfather made younger sister moved countryside home household order deepen relationship new family members follows love life tries best adjust abrupt changes forced upon however extraordinary secrets regarding siblings come light find life changed forever,"['Slice', 'of', 'Life', 'Comedy', 'Romance', 'School']",1
9587,Fire Robo 119 tai Kyonshii Kyon Dai,educational children film fire safety starring fire robot cyborg fireman fights known hopping vampire zombie called japan horror films popular late,"['Kids', 'Sci', 'Fi', 'Supernatural']",1
9588,Majokko Shimai no Yoyo to Nene,based manga written serialized monthly comic story pair sisters work using magic fantasy world one day big tree suddenly appears forest tall buildings look like world seen entangled two sisters investigate get ported world encounter two children startled sister sudden appearance rush back home home see parents turned monsters,"['Fantasy', 'Magic']",1
9589,Dragon Ball Z Movie 14 Kami to Kami,dragon ball movie kami kami brings piccolo favorite characters back new revitalization dragon ball universe enter god destruction awoken slumber seeks find opponent worthy challenging power shocked learn defeated sets analyze legend super god order find ultimate opponent destination earth home survivors race super god earth destruction entertainment friends fare god even feared among gods,"['Action', 'Adventure', 'Fantasy', 'Martial', 'Arts', 'Shounen', 'Super', 'Power']",1
9590,Fight Da Pyuta,young boy uses scientific skills fight enemies,"['Action', 'Comedy', 'Sci', 'Fi', 'Shounen']",1
9591,Field ni Soyogu Kaze,trying prove better soccer player tackles injures leg trial school team impressed fact still contribute team begins realize true meaning sportsmanship,"['Shounen', 'Sports']",0
9592,Fettu to Ccine to Gummi Seijin,promotional web anime created company bourbon,['Comedy'],1
9593,Feng Shu Zhan Jing 2,second season,"['Adventure', 'Kids', 'Mecha']",1
9594,Chouyaku Hyakuninisshu Uta Koi ,tells super-liberal interpretation anthology compiled japan period romantic poems different poets tale,"['Comedy', 'Historical', 'Romance', 'Josei']",1
